rank,year,forecast_horizon,country_name,iso3,j,k,description_short,forecasted_value,latest_historical_demand,latest_alg_export_v,predicted_growth_abs,predicted_growth_pct,global_demand_rank,rca,market_penetration,low_market_penetration_score,forecast_opportunity_score,model_used,is_hydrocarbon,forecast_scope,reason_or_interpretation
52,2026,3,USA,USA,842,870324,Vehicles: spark-ignition internal combustion reciprocating p,47350711.77087314,37977992.21,0.0,9372719.560873143,24.679344576844716,0.995092802664198,1.9715719827969783e-05,0.0,1.0,0.6682003995915551,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
53,2025,2,China,CHN,156,120190,"Soya beans: other than seed, whether or not broken",56662257.56604013,56795430.754,0.0,-133173.1879598722,-0.2344787004727366,0.9945154354586552,1.4519592151066263e-05,0.0,1.0,0.6664512072955964,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
54,2025,2,"China, Hong Kong SAR",HKG,344,851712,Telephones for cellular networks or for other wireless netwo,51615803.54452841,46422080.378000006,0.0,5193723.166528404,11.18804483607282,0.9993268288381778,0.0006325295349067,0.0,1.0,0.6644503677958346,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
55,2024,1,China,CHN,156,854232,Electronic integrated circuits: memories,48368662.35907707,50040819.658,0.0,-1672157.2989229262,-3.3415865494433388,0.9972098157511878,,0.0,1.0,0.6627968719875585,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
56,2024,1,China,CHN,156,120190,"Soya beans: other than seed, whether or not broken",56261521.33627997,56795430.754,0.0,-533909.4177200273,-0.9400569916135814,0.9945154354586552,1.4519592151066263e-05,0.0,1.0,0.6626120977631245,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
57,2024,1,"China, Hong Kong SAR",HKG,344,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,61800205.942546114,73976459.685,0.0,-12176253.742453888,-16.45963296202837,0.998557005897454,0.0001545718456304,0.0,1.0,0.6610772016907736,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
58,2024,1,India,IND,699,710812,"Metals: gold, non-monetary, unwrought (but not powder)",43858854.239496365,41405614.799,0.0,2453239.4404963627,5.924895578547505,0.9995192845733588,,0.0,1.0,0.6578903905482341,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
59,2024,1,China,CHN,156,854231,"Electronic integrated circuits: processors and controllers, ",57565153.950699314,62441725.147,0.237,-4876571.196300685,-7.8097957492690755,0.998941917367816,0.0014564602011438,3.795538951591356e-09,0.999999996204461,0.6575315171240521,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
60,2026,3,USA,USA,842,851762,Communication apparatus (excluding telephone sets or base st,52823292.93319774,50708360.498,0.0,2114932.4351977333,4.1707766025705935,0.9975947272215496,0.001165384029327,0.0,1.0,0.6561942310214729,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
61,2024,1,Germany,DEU,276,870390,Vehicles: for transport of persons (other than those of head,36699293.584429964,29667571.359,0.0,7031722.225429963,23.70171167818497,0.9987494616326352,,0.0,1.0,0.6559551776311648,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
62,2026,3,Netherlands,NLD,528,870390,Vehicles: for transport of persons (other than those of head,18713760.356340133,9405319.282,0.0,9308441.074340131,98.96996364764274,0.9987494616326352,,0.0,1.0,0.65506511274204,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
63,2025,2,USA,USA,842,851762,Communication apparatus (excluding telephone sets or base st,52678396.38871766,50708360.498,0.0,1970035.8907176557,3.8850317213378567,0.9975947272215496,0.001165384029327,0.0,1.0,0.6547387609713478,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
64,2026,3,United Arab Emirates,ARE,784,851712,Telephones for cellular networks or for other wireless netwo,45823884.39338141,37633299.77,2.924,8190584.623381413,21.764194671843985,0.9993268288381778,0.0006325295349067,7.769714635363744e-08,0.9999999223028536,0.6546428348651309,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
65,2025,2,Italy,ITA,380,870390,Vehicles: for transport of persons (other than those of head,24572370.67072353,15907352.841,0.0,8665017.829723535,54.47177739963186,0.9987494616326352,,0.0,1.0,0.6543883612681569,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
66,2026,3,United Arab Emirates,ARE,784,711319,Jewellery: of precious metal (excluding silver) whether or n,27236683.75669249,15920188.148,0.0,11316495.608692495,71.08267505063468,0.9956701698697406,0.0006646792296253,0.0,1.0,0.6538850609627098,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
67,2024,1,USA,USA,842,870390,Vehicles: for transport of persons (other than those of head,45485138.77618111,45510738.456,0.0,-25599.67981889099,-0.0562497570625905,0.9987494616326352,,0.0,1.0,0.6538682167535569,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
68,2025,2,USA,USA,842,870324,Vehicles: spark-ignition internal combustion reciprocating p,46096563.16669857,37977992.21,0.0,8118570.956698567,21.377040976275893,0.995092802664198,1.9715719827969783e-05,0.0,1.0,0.6537796288202246,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
69,2025,2,Canada,CAN,124,870390,Vehicles: for transport of persons (other than those of head,18604805.081681203,11028497.599,0.0,7576307.482681204,68.69754846179755,0.9987494616326352,,0.0,1.0,0.6516032828468379,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
70,2026,3,Germany,DEU,276,300210,"Blood, human or animal, antisera, other blood fractions and ",40772547.17876443,30761030.585,0.0,10011516.593764432,32.54610266096334,0.9981720944270924,6.864140758500904e-07,0.0,1.0,0.6485403405748197,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
71,2024,1,USA,USA,842,851762,Communication apparatus (excluding telephone sets or base st,52017510.30134617,50708360.498,0.0,1309149.8033461643,2.581723783788669,0.9975947272215496,0.001165384029327,0.0,1.0,0.6481002320114948,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
72,2024,1,"China, Hong Kong SAR",HKG,344,854231,"Electronic integrated circuits: processors and controllers, ",56394393.784818985,62526996.69100001,0.0,-6132602.906181023,-9.807928144202286,0.998941917367816,0.0014564602011438,0.0,1.0,0.6464545081333032,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
73,2025,2,China,CHN,156,870390,Vehicles: for transport of persons (other than those of head,16593916.254453126,8696478.246000001,0.0,7897438.008453125,90.8119101210378,0.9987494616326352,,0.0,1.0,0.6429639082609933,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
74,2026,3,China,CHN,156,880240,Aeroplanes and other aircraft: of an unladen weight exceedin,16322216.13035745,9441362.505,0.0,6880853.625357451,72.87987959061478,0.9962475370752832,,0.0,1.0,0.6409125136520264,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
75,2026,3,USA,USA,842,880330,Aircraft and spacecraft: parts of aeroplanes or helicopters ,23146334.080660854,12934336.788,0.0,10211997.292660853,78.95261628052832,0.992590878106846,0.0095718381935744,0.0,1.0,0.6404089657506821,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
76,2026,3,United Kingdom,GBR,826,880240,Aeroplanes and other aircraft: of an unladen weight exceedin,15879870.463534417,8965852.458999999,0.0,6914018.004534418,77.11500982367903,0.9962475370752832,,0.0,1.0,0.638387367882691,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
77,2025,2,USA,USA,842,880240,Aeroplanes and other aircraft: of an unladen weight exceedin,18060518.3293869,11014134.822,0.0,7046383.5073869005,63.97582398675762,0.9962475370752832,,0.0,1.0,0.6376132407648627,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
78,2024,1,"China, Hong Kong SAR",HKG,344,851712,Telephones for cellular networks or for other wireless netwo,48658976.93592861,46422080.378000006,0.0,2236896.557928607,4.818604723688126,0.9993268288381778,0.0006325295349067,0.0,1.0,0.6335654881997396,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
79,2024,1,China,CHN,156,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,52088149.39375937,54460526.07999999,1.697,-2372376.686240621,-4.356139863128956,0.998557005897454,0.0001545718456304,3.1160183754141224e-08,0.9999999688398162,0.6322498968428393,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
80,2026,3,Norway,NOR,579,870390,Vehicles: for transport of persons (other than those of head,13925312.709807465,5382819.978,0.0,8542492.731807463,158.69920908968328,0.9987494616326352,,0.0,1.0,0.6277300912346107,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
81,2025,2,Ireland,IRL,372,880240,Aeroplanes and other aircraft: of an unladen weight exceedin,27942440.270273566,20895049.653,0.0,7047390.617273569,33.727560997978976,0.9962475370752832,,0.0,1.0,0.6275117797628189,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
82,2025,2,USA,USA,842,841191,Turbines: parts of turbo-jets and turbo-propellers,23203550.2149343,16057493.743,0.0,7146056.471934302,44.502937919870014,0.9927833338420268,0.0457660488944353,0.0,1.0,0.627357540468298,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
83,2026,3,USA,USA,842,853710,"Boards, panels, consoles, desks and other bases: for electri",27863396.701170918,18054560.874,0.0,9808835.827170912,54.32885294538741,0.9935531567827506,0.0034796814384586,0.0,1.0,0.6259192965841394,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
84,2024,1,United Kingdom,GBR,826,870390,Vehicles: for transport of persons (other than those of head,32120325.77760903,26376876.662,0.0,5743449.115609031,21.77456106424975,0.9987494616326352,,0.0,1.0,0.6255783769691562,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
85,2026,3,Switzerland,CHE,757,300210,"Blood, human or animal, antisera, other blood fractions and ",26710410.18288344,16885579.175,0.017,9824831.007883435,58.184743952577136,0.9981720944270924,6.864140758500904e-07,1.0067762452098421e-09,0.9999999989932238,0.6246428222432202,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
86,2025,2,China,CHN,156,854231,"Electronic integrated circuits: processors and controllers, ",53937800.75156141,62441725.147,0.237,-8503924.39543859,-13.618977335137188,0.998941917367816,0.0014564602011438,3.795538951591356e-09,0.999999996204461,0.6240508627115448,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
87,2025,2,"China, Hong Kong SAR",HKG,344,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,56980947.93259016,73976459.685,0.0,-16995511.75240984,-22.974216155759034,0.998557005897454,0.0001545718456304,0.0,1.0,0.6192414126317625,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
88,2025,2,China,CHN,156,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,50627279.39970535,54460526.07999999,1.697,-3833246.68029464,-7.038578133938292,0.998557005897454,0.0001545718456304,3.1160183754141224e-08,0.9999999688398162,0.618012068638421,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
89,2025,2,"China, Hong Kong SAR",HKG,344,854231,"Electronic integrated circuits: processors and controllers, ",53306946.02186599,62526996.69100001,0.0,-9220050.66913402,-14.745711703855328,0.998941917367816,0.0014564602011438,0.0,1.0,0.6179720357685395,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
90,2025,2,Norway,NOR,579,870390,Vehicles: for transport of persons (other than those of head,12206030.124868628,5382819.978,0.0,6823210.146868628,126.75902546909636,0.9987494616326352,,0.0,1.0,0.6179155062363425,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
91,2026,3,USA,USA,842,710812,"Metals: gold, non-monetary, unwrought (but not powder)",23011800.13803724,16297009.566,0.0,6714790.572037239,41.20259330304451,0.9995192845733588,,0.0,1.0,0.6164562093790218,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
92,2025,2,Germany,DEU,276,300210,"Blood, human or animal, antisera, other blood fractions and ",37926790.04452043,30761030.585,0.0,7165759.459520429,23.29492648082691,0.9981720944270924,6.864140758500904e-07,0.0,1.0,0.6119528694559987,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
93,2026,3,USA,USA,842,850440,Electrical static converters,27201511.982965056,18058202.604,0.0,9143309.378965056,50.6324443216722,0.9952852583993788,0.0010363946534344,0.0,1.0,0.6114819312817922,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
94,2026,3,TÃ¼rkiye,TUR,792,710812,"Metals: gold, non-monetary, unwrought (but not powder)",32529359.437325872,28544329.878,0.0,3985029.55932587,13.960844680390466,0.9995192845733588,,0.0,1.0,0.6108857813590942,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
95,2026,3,China,CHN,156,870323,Vehicles: spark-ignition internal combustion reciprocating p,35696012.88503755,28082398.968,0.0,7613613.917037547,27.11169343371728,0.9983645501622732,0.0001679715272888,0.0,1.0,0.6078465674509557,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
96,2025,2,USA,USA,842,870322,Vehicles: spark-ignition internal combustion reciprocating p,33463453.485394195,25471228.306,0.0,7992225.179394197,31.377462772423694,0.996632448545645,6.24687399865046e-05,0.0,1.0,0.6040112358420692,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
97,2026,3,France,FRA,251,880330,Aircraft and spacecraft: parts of aeroplanes or helicopters ,16744272.91134401,9851570.159,947.398,6892702.75234401,69.96552469402162,0.992590878106846,0.0095718381935744,9.616720834439728e-05,0.9999038327916556,0.6038060583622543,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
98,2025,2,China,CHN,156,854232,Electronic integrated circuits: memories,42465729.63811567,50040819.658,0.0,-7575090.019884333,-15.137821625736114,0.9972098157511878,,0.0,1.0,0.6031610889872366,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
99,2026,3,United Kingdom,GBR,826,870322,Vehicles: spark-ignition internal combustion reciprocating p,18272264.83191009,10193380.046,0.0,8078884.785910089,79.25619126778597,0.996632448545645,6.24687399865046e-05,0.0,1.0,0.6021946130668409,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
100,2025,2,TÃ¼rkiye,TUR,792,710812,"Metals: gold, non-monetary, unwrought (but not powder)",31759073.11400688,28544329.878,0.0,3214743.2360068746,11.262283086507408,0.9995192845733588,,0.0,1.0,0.6005547207875008,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
101,2024,1,Belgium,BEL,56,870390,Vehicles: for transport of persons (other than those of head,25127722.52801603,19583611.817,0.0,5544110.711016033,28.309949986872912,0.9987494616326352,,0.0,1.0,0.6000314909431497,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
102,2024,1,USA,USA,842,870324,Vehicles: spark-ignition internal combustion reciprocating p,41417722.02230762,37977992.21,0.0,3439729.8123076186,9.057166037866272,0.995092802664198,1.9715719827969783e-05,0.0,1.0,0.5999801863983761,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
103,2026,3,France,FRA,251,870322,Vehicles: spark-ignition internal combustion reciprocating p,17705877.83657775,10127720.743,0.0,7578157.093577752,74.82588912036861,0.996632448545645,6.24687399865046e-05,0.0,1.0,0.5989613730187539,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
104,2026,3,China,CHN,156,854231,"Electronic integrated circuits: processors and controllers, ",51086914.749641545,62441725.147,0.237,-11354810.397358457,-18.184651962493053,0.998941917367816,0.0014564602011438,3.795538951591356e-09,0.999999996204461,0.5977370399984936,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
105,2026,3,Switzerland,CHE,757,300490,Medicaments: consisting of mixed or unmixed products n.e.c. ,39189090.42386644,35303652.069,0.01,3885438.3548664376,11.005768885531891,0.9991343731029968,0.0038597822723884,2.832568137838907e-10,0.9999999997167431,0.5968733720925387,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
106,2026,3,China,CHN,156,851712,Telephones for cellular networks or for other wireless netwo,37527397.64744776,32081627.159,1.214,5445770.488447756,16.974732800982725,0.9993268288381778,0.0006325295349067,3.7840973401482575e-08,0.9999999621590266,0.5967505264200136,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
107,2025,2,United Arab Emirates,ARE,784,851712,Telephones for cellular networks or for other wireless netwo,40773375.93010795,37633299.77,2.924,3140076.160107956,8.343876777478648,0.9993268288381778,0.0006325295349067,7.769714635363744e-08,0.9999999223028536,0.5963019578054137,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
108,2026,3,"China, Hong Kong SAR",HKG,344,711319,Jewellery: of precious metal (excluding silver) whether or n,28023086.879553504,19828154.378,16.888,8194932.501553502,41.32977959182148,0.9956701698697406,0.0006646792296253,8.517182022113868e-07,0.9999991482817978,0.5953555185848269,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
109,2026,3,Germany,DEU,276,880240,Aeroplanes and other aircraft: of an unladen weight exceedin,8331906.656209134,4369660.544,0.0,3962246.112209134,90.67629103706264,0.9962475370752832,,0.0,1.0,0.5952995514877608,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
110,2024,1,China,CHN,156,870390,Vehicles: for transport of persons (other than those of head,13570552.51486055,8696478.246000001,0.0,4874074.268860549,56.04652976740796,0.9987494616326352,,0.0,1.0,0.5950468114367976,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
111,2026,3,China,CHN,156,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,48103917.90902792,54460526.07999999,1.697,-6356608.170972072,-11.67195513615588,0.998557005897454,0.0001545718456304,3.1160183754141224e-08,0.9999999688398162,0.5934190606718397,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
112,2026,3,"China, Hong Kong SAR",HKG,344,854231,"Electronic integrated circuits: processors and controllers, ",50602958.2816091,62526996.69100001,0.0,-11924038.409390904,-19.07022412785616,0.998941917367816,0.0014564602011438,0.0,1.0,0.5930270773434407,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
113,2025,2,Netherlands,NLD,528,870390,Vehicles: for transport of persons (other than those of head,14383488.757437518,9405319.282,0.0,4978169.475437518,52.929298051208015,0.9987494616326352,,0.0,1.0,0.5928330207586388,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
114,2026,3,USA,USA,842,711319,Jewellery: of precious metal (excluding silver) whether or n,19236852.497467697,11808133.735,0.0,7428718.762467697,62.911878618452135,0.9956701698697406,0.0006646792296253,0.0,1.0,0.592655807003768,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
115,2026,3,Canada,CAN,124,870323,Vehicles: spark-ignition internal combustion reciprocating p,22614575.112465423,14689628.831,0.0,7924946.281465422,53.94926156841452,0.9983645501622732,0.0001679715272888,0.0,1.0,0.5921837195600225,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
116,2026,3,United Kingdom,GBR,826,710812,"Metals: gold, non-monetary, unwrought (but not powder)",15904720.285234544,10775070.494,0.0,5129649.791234544,47.60664715920831,0.9995192845733588,,0.0,1.0,0.5899670376013357,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
117,2026,3,United Kingdom,GBR,826,870421,Vehicles: compression-ignition internal combustion piston en,16092591.64300314,7734321.613,0.0,8358270.03000314,108.06726754101348,0.9933607010475696,5.4398730230638e-05,0.0,1.0,0.5890880188575796,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
118,2026,3,USA,USA,842,870421,Vehicles: compression-ignition internal combustion piston en,16071779.698616074,8435032.441,0.0,7636747.257616075,90.53607453240232,0.9933607010475696,5.4398730230638e-05,0.0,1.0,0.5889692131423613,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
119,2026,3,USA,USA,842,841112,Turbo-jets: of a thrust exceeding 25kN,14150283.851985874,9082489.077,0.0,5067794.774985874,55.79742218264023,0.9941305239882932,0.0352056209127276,0.0,1.0,0.5883448081238919,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
120,2026,3,Germany,DEU,276,870322,Vehicles: spark-ignition internal combustion reciprocating p,15812357.821661832,9037594.929,0.0,6774762.892661832,74.96201086555504,0.996632448545645,6.24687399865046e-05,0.0,1.0,0.5881521475341746,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
121,2026,3,"China, Hong Kong SAR",HKG,344,854239,Electronic integrated circuits: n.e.c. in heading no. 8542,52818537.898246005,73976459.685,0.0,-21157921.786754,-28.600884493319604,0.998557005897454,0.0001545718456304,0.0,1.0,0.583107694990128,random_forest,False,non_hydrocarbon_diversification,"High forecasted demand, strong global demand, low current Algerian market penetration."
122,2024,1,France,FRA,251,870390,Vehicles: for transport of persons (other than those of head,25141547.62615976,20990153.224,0.0,4151394.402159758,19.777818474488704,0.9987494616326352,,0.0,1.0,0.581349149240683,random_forest,False,non_hydrocarbon_diversification,"Strong global demand, low current Algerian market penetration."
123,2026,3,Canada,CAN,124,710812,"Metals: gold, non-monetary, unwrought (but not powder)",12913594.232005903,8538284.578,0.0,4375309.654005906,51.24342734229613,0.9995192845733588,,0.0,1.0,0.5808889878852135,random_forest,False,non_hydrocarbon_diversification,"Positive predicted growth, strong global demand, low current Algerian market penetration."
